id,description,rank_score
16979738," as many of you may be aware  ,  the nationally famous jazz bakery closed last year. however  ,  that has not discouraged the founder amp  ;  owner ruth price from continuing to host world famous acts . the bakery will have a permanent home within a year  ,  but until then  ,  ruth is hosting concerts at various venues . i am proud to announce that we are one such venue  ,  and the first performance is coming up the first week of april  !  the information on this concert are not up yet on her site  ,  but check back within a day or two and it should be there you can visit her site for specific details amp  ;  pricing  ,  and rsvp through her site through the brown paper tickets website  (  links on her site  )  . or by phone  (  310  )  masked ",0.544
zhbzclytkbxb," with a focus on connecting breath  ,  body  ,  and mental emotional self  ,  a yoga practice that moves through the poses with a dance like flow  ;  beginning to add more advances versions and variations to build and grow your strength and awareness . suggested donation  :  10 no one will be turned away due to lack of funds ",0.052
25527951," this is jeven  's idea  ,  100 . in the words of jeven.. . attention  !   !  if you  're young  ,  unemployed  ,  out of work  ,  or just need a stress reliever after this whole car maggedon thing  ,  then this is the event for you  !  the basics  :  this event will go from 9  :  00am to noon officially . after that  ,  we hit neptune  's net for lunch  !  point dume is one of the best crags of all time for moderate and beginning climbers . the main face has five routes from 5.6 to 5.9 . the ocean side has three routes from 5.10b to 5.10d . swim in the ocean  !  lay out in the sun  !  seals  ,  dolphins and humpback whales will pass by us . look for them . you might even see heroic matty p wrestle a baby away from the jaws of a blue marlin  ,  and end up on the 11 o'clock news . he  's got action written all over his a . well  ,  that  's actually from sitting down on a hot bbq that said live interaction and chat on the web at kingsfordcharcoal.com do  n't ask me how latin singing legend charo got hers  !   !  j k  !  shoes can be rented at sports chalet  (  8  )   ,  adventure 16  (  12  )   ,  and at some rei stores . i suggest looking on ebay for climbing shoes too... some are as low as 25 50 for the evolv series . harnesses are inexpensive on ebay... some as low as 35 50 bring a belay device if you have one.. . gri gri or cinch preferred  ,  atc and ats if that  's all you have bring a dynamic masked mm rope if you have one. 60 70 meters please  !  snacks  ,  water  ,  chair blanket  ,  protection from the elements  (  hat  ,  sunglasses  ,  sunscreen  ,  umbrella  ,  shade canopy and long sleeve shirts  )  liability  :  you  ,  and no one else  ,  are 100 responsible for your safety at all times . your attendance at this meetup signifies you agree to not hold this meetup group or its organizers responsible for any injuries to your person or property that may occur . outdoor events such as rock climbing are inherently dangerous . organizers are volunteers . they are  n't certified in leading events  ,  unless they state otherwise . outdoor singles and socials meetup group  (  oss  )  does  n't certify the qualifications of any of its organizers . forbes magazine rates rock climbing as one of the most dangerous sports  :  climb at your own risk  !  address for your gps  :  make sure you turn onto westward beach road  ,  follow it around to the left  ,  and go past the parked cars all the way into the back and furthest most parking area. 7200 westward beach rd malibu  ,  ca 90265 parking  :  for a lucky few of you  ,  there is a free parking area  (  room for only about 3 4 cars if you get there early enough  )  read the signs carefully  !   !   !  located here take birdview  ,  to cliffview to grasswood . then you  'll have to walk back down the little trails to get to the rock face. 3 parking lot at the end of westward beach road before 9am  (  get there early  ,  pay at the pay station and put the receipt inside your car on the dashboard with the important info facing out so the ranger wo  n't give you a ticket. 8 after 9am  !  if you get there after 9am  ,  you  'll pay 8 at the kiosk . carpooling  :  if you  're interested in carpooling  ,  post a comment below with whether you  're looking to ride or drive and which city area you  're driving from . donations  :  i  'll be collecting a buck or two for the website and rope fund  ,  to support safe equipment . and.. . jeven will be collecting a buck or two for the root beer floats  !  pay us in person  ,  cash please . no pay pal on this one... it  's too hard to keep track of who paid for what . top rope rigging  :  for those who can bring a rope and or gear  ,  or would like to help learn to rig top ropes  ,  please meet me at 8  :  00am at the top of the rock face  ,  towards the left side as you face it . walk up that small trail  ,  and you  'll see me at the top . i start setting the rigs at 8  :  05  ,  so be on time . others who can bring ropes or gear  ,  but ca  n't make the 8  :  00am  ,  please come when you can and we  'll be happy to have the extra gear . the after party  :  food and drink about 10 minutes north of us on pch at after climbing . they have beers  (  drink responsibly  )   ,  and the usual  ,  casual seafood stand fare... oyesters  ,  shrimp  ,  catch of the day . a platter of calamari will run you about 15 or so . you can opt for a burger and fries for around 8 10 . mojito mas famous question amp  ;  answer section  :  q . why the heck is this thing on a tuesday  ,  and why so damn early  ?  a . because mars is in venus' uranus  ,  and cosmically  ,  the stars are just right for a lunar landing. lol . we all work the other days of the week  ,  or have to be at work later that night  !  read the first few sentences of this event again . are you unemployed  ,  out of work... yada yada yada . not yoda  ,  yoda  ,  yoda.. . darth vader  !  do  n't make me kick you in your moon of endor  !  j k  !  q . can i bring my dog  ?  a . unfortuneately  ,  he or she would end up as shark bait . no dogs allowed on the beach.  :   (  sorry guys... and pups . not this time . q . is matty p really gonna wrestle a blue marlin  ?  that  's cruelty to fish  !  a . no  ,  but if matty wants to bring his fishing license and ocean fishing pole  ,  and catch us a big phat tuna....hey  ,  toro sashime for everyone  !   !   !  q . i'm probably going to sleep in tuesday . can i meet up with you guys at neptune  's net  ?  a . yes  !  we  'll most likely get there about 1pm or so . look for us on the outside patio area . it  's pretty hard to miss us . q . but mojito... it  's neptune  's nest not net.. is  n't it  ?  a . no... it  's neptune  's net  !  i  've been going there the last 16 years  !   !  do  n't argue with someone who  's stomach is an equal opportunity consumer . i know my restaurants  ,  and you  're going down  !  wrestle you for the last french fry  !   !   !  ",0.31
234382273," the ballroom dance club at ucla presents salsa dance party with opa opa at the beautiful ucla campus . nationally renown ucla is widely recognized as the top university in los angeles . salsa dancing  ,  with its high energy music at 150 200 beats per minute  ,  and its adaptability is a fantastically fun and aerobic way to spend an evening . by the end of the first song  ,  you ll forget you ever had any cares . the party is a great opportunity for beginners to practice social dancing with live music . plus more experienced dancers from the community often attend . free salsa dance lessons from 8 pm to 9 pm and you do  n't need a partner  !  ages 18 and up . your meetup suggested donation of 15 will keep ballroom dance alive on the westside . check out the meetup survival guide  (   )  . it  's ok to come by yourself  ,  you wo  n't be by yourself for long . the ballroom dance club is where great romances begin  !  formed in 1987 by oswaldo bernard and anthony apollo  ,  opa opa features a distinctive blend of rich percussive rhythms  ,  remarkably unique vocals  ,  and brassy horns to make up the powerful sound that differentiates opa opa from the crowd . one of l . a. s premier salsa bands  ,  the group has shared the stage with such artists as celia cruz  ,  ruben blades and charlie palmieri . learn to salsa before the dance party  !  sign up and . before asking questions please read the faq . ",0.936
gmpwmmywhbgc," come by grab a cup of coffee and talk about god  ,  life  ,  community  ,  church etc . hope to see you there ",0.052
238346951," having trouble keeping track of all the different programming languages and technologies you keep hearing about  ?  puzzled about exactly which things you actually need to learn  ?  not sure what all those different programming languages are good for  ?  welcome to our meet the tech series  !  in this series of free sessions  ,  we  'll introduce you to different programming languages and technologies in a low stress  ,  friendly and welcoming environment . learn all about a certain language or technology  ,  what it can be used for  ,  how it works  ,  and take a look at a few things built using it . meet swift heard people mention swift and wondering what it is and if you should learn it  ?  heard that it  's one of the most popular languages now even though it  's only been around since 2014  ?  interested in ios development  ?  in this session  ,  presenter maxim safioulline will present a beginner friendly introduction to swift . you  'll learn what it is  ,  what it can be used for  ,  see a few examples of what the language looks like  ,  and you  'll see a few demos of things built using swift . you  'll also have plenty of opportunity to ask questions  ,  too  !  prerequisites none  !  this session is suited for absolute beginners who have never written a line of code before or for those who know html css or another programming language and are curious about swift . what to bring if you wish to take notes  ,  you might want to bring a notebook and pen pencil . if you prefer you can take notes on a laptop or tablet  ,  but there wo  n't be any hands on programming in this session . disclaimers our program and curriculum are geared toward adults over the age of 18  ;  at this time we do not accept minors as students in our courses and workshops . if you have any accessibility issues we should know about  ,  please email us at losangeles at girldevelopit dot com . we want to make sure everyone can participate  !  questions  ?  we  're here to help  !  if you have any questions or anything you  'd like to discuss before signing up for class  ,  please contact us at losangeles at girldevelopit dot com . as always  ,  anyone is welcome to attend our classes and events we are women inclusive  ,  not women exclusive . all attendees are expected to abide by our . parking directions  :  we highly recommend taking public transportation  ,  it  's very convenient here  !  but there are some parking lots a short walk away  ;  see this for suggestions  :  a big thanks to for hosting us  !  cross campus downtown la is offering girl develop it la 2 free months of coworking membership . your complimentary membership will give you access to the entire 2nd floor  ,  monday friday from 9am 6pm for one month at our dtla location . upon your arrival you will get a complimentary membership card . keep you card on you as you are required to show it every time you come in . in addition to workspace you will have access to our rejuvenation room  ,  showers  ,  member only happy hours and lunches . to take advantage  ,  send an email to and mention girl develop it la  !  ",0.884
242967340," hi . if you are using the meetup mobile app on your phone  ,  look down a few lines below and tap the red colored read more to expand the description . tap this if you are using a computer or laptop notebook  ,  then you should be fine . okay  ,  everybody should now be able to see the full description on their screen . reminder for everyone  :  if meetup sends too many emails  ,  then look at the bottom of their email and click unsubscribe or manage your settings or account page . recommended for anyone new to this group or volunteering for the first time  :  faq q  :  what is the address  ?  a  :  please check their calendar for the event details just in case anything changes  (  venue location  ,  date  ,  or time  )   ,  their calendar should have the most up to date and accurate info . this is not a volunteer project  ,  but a meeting to learn about casa . casa of los angeles improves the lives of children in the dependency system by pairing them with trained volunteer advocates . casa seeks to reduce and reverse the effects of child abuse and neglect . nowhere in the nation is the problem greater than in los angeles county  ,  where 30  ,  000 children who have been abused or neglected are under the jurisdiction of the dependency court . casa alleviates the feelings of abandonment and alienation that scar these young lives by harnessing the compassion and generosity of caring adults who can and do have an enormous impact on the development of the child at all ages . the volunteers get to know the children and their circumstances  ,  show them that someone cares  ,  advocate for their best interests  (  including making recommendations to the court  )   ,  encourage them to grow to their fullest potential  ,  and become involved in key issues in their life  ,  especially permanent placement  ,  and school  ,  health  ,  and mental health issues . a court appointed special advocate  (  casa  )  is a trained  ,  dedicated and caring community volunteer  ,  who is assigned to work one on one with a child in the foster care system . casas are sworn in by a dependency court judge to advocate for what is in the child s best interest . with legal standing to fully investigate a child s circumstances  ,  casas make recommendations to the court regarding how the system and community can best serve and support the child . our volunteers have the ability to broadly influence the life of a foster child by advocating across many important life issues  ,  including permanent placement  ,  health care  ,  education  ,  mental health and enrichment activities . faq application process casa of la has multiple information sessions per month throughout the greater los angeles area . the meetings are open to anyone interested in learning more the casa program . there  's no obligation  ,  pressure  ,  or expectation to join or commit . for details of a meeting  (  date  ,  time  ,  amp  ;  location  )   ,  and to sign up  ,  please go to many other mentoring programs exist  ;  a few include  :  best buddies big brothers big sisters kidsave peace 4 kids walk with sally ",0.0
172081592," for those who want to party in las vegas while staying there for the jazz fest  :  dj sidney thompson amp  ;  kesha arnold are hosting their birthday party while there . here is the current information . i will keep the updates fresh . here is the link for the facebook page  :  from dj sidney thompson  :  join dj sidney thompson for my birthday celebration along with keisha arnold stephanie hemphill l rs plumbing  ,  joe williams in vegas april 25 27 jazz fest weekend . pool party friday birthday party on sat hey folks for those of you that were not able to secure a room at the host hotel. . hard riock there is a hotel directly across the street called rumor vegas boutique resort . i cheked out the property yesterday and it  's really nice and you will be close to us  :   )  the rate is 125.30 king bed and 146.30 two queen beds . you can call vanessa at masked and let her know you are with keisha  's group . there were only 20 rooms left so you might want to act quick. ",0.046
8578207," we are meant to be happy . that has always been something we strive for in this life . in fact  ,  if we look at the motivations behind our thoughts and action conscious and unconscious they are all to get us closer to the feeling  ,  or at least the idea  ,  of happiness . some of us have long asked why we cannot hold on to happiness . for all of the scholarship and human insights across the centuries  ,  nobody has found a complete and enduring answer . perhaps because it has been too close to see the answer  ,  the key  ,  is our heart . irmansyah effendi  ,  m . sc.  ,  founder padmacahaya institute the open heart meditation is a wonderful alternative for those who would like to practice meditation but find mind centered meditation challenging . this heart centered meditation helps us to just relax  ,  smile and surrender as we experience the bliss that is already in our hearts . we hope you  'll join us weds nights at 7  :  30 . if you have any questions you can contact mina masked or fred masked if you  'd like to learn more about the heart or download the open heart meditation you can check out  :  .. . enjoy  !  ",0.464
30479881," classic car show let  's meetup at 10am at the main entrance . take my number with you . there are many restaurants in victoria gardens as well as one inside the bass pro shop . walk around at your leisure . eat when where you want . make a new friend . see ya there  ,  yeah let  's go  !  ",0.474
dbgnvdyqpbhc," let  's talk about sex  !  this group is for women only and is a place to talk about orgasmic meditation  ,  sex  ,  relationships  ,  and anything else that  's coming up . we will play communication and intimacy games  ,  have discussions on topics like how to handle jealousy  ,  asking for your desires  ,  and how to relate to other women in clean and powerful ways . come to play  ,  bring your full self out  ,  and meet other women who want to be open in their sex. ",0.712
242750504," update  :  this class is now full  !  but if you want to spend a weekend learning how to build websites  :  join our the weekend of oct 7th 8th  !  for more classes like javascript  ,  git github  ,  react  ,  sass  ,  and ruby  !  have you ever taken a programming class and given up because the concepts were too hard to grasp or all the examples used math formulas  ?  have you then decided to try again with a different language only to discover the same thing  ?  or have you stayed away from programming altogether because you  're worried that  's what will happen  ?  or are you interested in learning to code  ,  but have absolutely not experience with it  ?  if you answered yes  !  to even one of those questions  ,  this class is for you  !  in this workshop  ,  we  'll explore some of the most basic and universal programming concepts . we  'll use everyday activities and real life examples to demonstate common structures such as conditional statements  (  if this  ,  then that  )  and different kinds of loops  (  for each thing in this collection  ,  do this...  )  . we  'll also try to take the mystery out of variables and why computers are so darn picky . also  ,  please come hungry  !  hulu is sponsoring pizza and drinks for us  !   :   )  prerequisites this class is for absolute beginners with no experience in programming languages . if you have  n't ever coded before  ,  or if you  've only got experience with html and css  ,  then this is a great class for you  !  what to bring please bring a laptop and charger to class . power outlets and wifi will be provided . you may also wish to bring a notepad and pen pencil for taking notes . no laptop  ?  we have a limited number of laptops we can loan to students during class . please fill out our to let us know you need to borrow one  !  refund policy if you can no longer attend the class you signed up and paid for  ,  your payment will be donated to the local chapter scholarship fund . you can help another woman in need  !  if the class is cancelled or rescheduled  ,  we  'll offer refunds to anyone who registered and paid . questions  ?  we  're here to help  !  if you have any questions or anything you  'd like to discuss before signing up for the class  ,  please contact us at losangeles at girldevelopit dot com . sponsor big thanks to hosting our class at their office and providing pizza and refreshments  !  parking there is metered street parking nearby  ,  which is the best option here  !  there is a parking garage underneath the building  ,  but parking tickets will not be validated and it  's on the pricey side . about the teacher esther lee is senior software development lead at hulu  ,  and very excited to be a new girl develop it teacher to share her knowledge and experiences with aspiring developers  !  as always  ,  anyone is welcome to attend our classes and events we are women inclusive  ,  not women exclusive . all attendees are expected to abide by our . ",0.908
227259664," this is going to be a blast from the past as four of the top tribute bands entertain you while you dance the night away and  ,  when they  're not on stage  ,  they  'll be mingling with the audience and partying right along with you . here is the lineup of the bands who will be entertaining you and some of these bands have appeared on national tv as part of axs tv  's series  ,  the world  's greatest tribute bands  :  wild world tribute to cat stevens atlantic crossing tribute to rod stewart david brighton  's space oddity tribute to david bowie kenny metcalf  's tribute to elton john wild world tribute to cat stevens atlantic crossing space oddity kenny metcalf  's tribute to elton john there will be a no host full bar and dinner options and vip and private tables will also  ,  be available and right now they  're offering early bird specials on everything thru 12 13 15 so  ,  get your tickets early as capacity is limited and it will sell out . currently  ,  ticket prices start at 50 per person and festive and or 70  's dress is encouraged . please click on the following link for more information on the packages being offered and you can purchase your tickets via this link  :  important  :  please purchase your tickets as soon as you rsvp as only ticket holders are guaranteed a seat and it is rapidly selling out . this promises to be one of the most fun parties of the year and i hope that you  'll all be able to join us as we bid farewell to 2015 and welcome in a brand new year filled with love  ,  peace and joy . wishing all of you much happiness  ,  good health and prosperity for 2016  !   !   !  if you missed the early bird discount  ,  the venue is giving us a special discount code that will bring the price down again for all the meetup people . please use discount code  :  rocknye16 when purchasing your tickets online. ",0.048
186890352," please note that an rsvp on this posting does not confirm space  ,  please contact the green man directly at masked to rsvp . betwixt and between  :  liminality  ,  gods and irish magic with murtagh sat jun masked pm 23  ;  3 discount for cash . in this class we cover the gods who specialize in liminality  ,  like manannan and lugh  ,  brigid and oenghus mac in oc  ,  among others . these are the gods who aid us in traversing the worlds . we continue to talk about  :  the mid realm  ,  the space between  ,  which the sidhe occupy  ,  and how we reflect it in sacred space  ;  the third state as seen in the soft places and gates  ,  especially the speckled gate  ,  and the in between times  ,  of the day and the year  ;  the drui as shaman  ;  and the mid world as a world of water  ,  reflecting and refracting and twisting our reality . murtagh andoile is a druid and elder of the tuatha de danann  (  nectw  )   ,  an irish mystery tradition . he is the founder of tdd  :  the ninth wave  ,  and nemed na morrigna . tagh has been involved in the pagan occult movement since 1968 . he is an independent scholar and researcher  ,  with a degree in anthropology . he s worked as an archaeologist for brown university . he s been published in several pagan magazines and newsletters and was interviewed in keepers of the flame  :  interviews with elders of traditional witchcraft in america . though talks given in the early 80s at pagan festivals around the country  ,  he inadvertently became one of the progenitors of the celtic reconstructionist movement . he has been working with an irish form of magic and witchcraft  ,  and the spirits and gods of ireland since 1977 . the green man 5712 lankershim blvd north hollywood ca 91601 north of the 101 134 fwys east of the 170  ,  off at burbank just north of the red line orange line north hollywood stations  (  approx 5 min walk north from station  )   (  818  )  masked ",0.544
dtrdkkyvmbhc," address  :  1600 ivar ave  ,  los angeles  ,  ca 90028phone  :  lt  ;  a gt  ;   (  323  )  masked lt  ;  a gt  ;  prices  :  hours  :  mondayclosedtuesdayclosedwednesdayclosedthursdayclosedfridayclosedsaturdayclosedsunday8  :  00 am 1  :  00 pmreviews4.6 lt  ;  a gt  ;  19 google reviews lt  ;  a gt  ;  sunday outdoor market boasts local  ,  organic produce amp  ;  fare  ,  plus regular live music amp  ;  street eats . google listen folks  ,  i can not be at all these locations  ,  but  ,  i want all of you to have this information in case you can benefit . feel free to meetup with others in the group also . elyon w your organizer the nutrition watchman ",0.044
qbgdkkytdbvb," i  'll be here with some friends . do  n't get intimidated if you  're not a pro dancer  ,  great to go and watch and boogie and make new friends  !  12 at door ",0.036
xclnplyvqbdb," the warehouse  :  salsa amp  ;  bachata fridays with dj charlie  !   !   !  9pm complimentary salsa lesson by and  !  10pm dancing  !  your friend dj playing your favorite salsa  ,  bachata and  ,  like perez prado use to say  :  maaaaambo  !  uuh...  !  8 all night  !  18 w id . free and valet parking available. 4499 admiralty way  ,  marina del rey  ,  ca i hope to see you there  !   !   !  ",0.046
zrwzbmywqbdb," hi . if you are using the meetup mobile app on your phone  ,  look down a few lines below and tap the red colored read more to expand the description . tap this if you are using a computer or laptop notebook  ,  then you should be fine . okay  ,  everybody should now be able to see the full description on their screen . reminder for everyone  :  if meetup sends too many emails  ,  then look at the bottom of their email and click unsubscribe or manage your settings or account page . recommended for anyone new to this group or volunteering for the first time  :  this is a 2 day event . you can choose when to help . saturday is for sorting clothes  (  8am 12pm  )  sunday is for distributing clothes  (  6  :  45am 10am or 9  :  45am 1  :  15pm  )  the national council of jewish women  ,  los angeles  (  ncjw la  )  would love some avid volunteers to help sort and distribute clothes during its free clothing giveaway . minimum age to volunteer is 12 . to help  ,  sign up at note  :  they might have several volunteers  ,  so thank you for being understanding if it  's full crowded . after registering with them  ,  they can provide more info details  (  when to arrive  ,  where to park  ,  what to help with  ,  and any updates in case anything changes  )  . ",0.34
235288045," a meetup for anyone who is interested in doing photogrammetry . this will be a hike where we bring our cameras and explore as we capture photos of the environment for our own creative uses . if you  're new and want to know how to get started here are some basic tip in this step by step introduction guide . getting started with the basics natural environment scanning this is a great opportunity to start building and creating you  're own photorealistic 3d environments for your game or virtual reality projects . there are a lot of good 3d photogrammetry software . i would recommend agisoft photoscan or capturing reality . feel free to download a free version to try out on your own and prepare . reality capture lt  ;  a gt  ;  lt  ;  a gt  ;  gt  ;  lt  ;  a gt  ;  agisoft photoscan lt  ;  a href http  :  www.agisoft.com gt  ;  autodesk desk remake we  'll start off with an introduction on how to start properly capturing photos and how the process works for using the software and how you would go further with your 3d assets for your projects . then we hike the trail and explore around our surroundings . cameras  :  you can use most dslr camera with decent lens. an iphone smartphone camera and even a drone . i'm not entirely sure on the specifics on what the tech specs should be but there should be more info on google . we  'll meetup in front of the eaton canyon sign . a google maps streetview will show what the area looks like . address is at 1750 n altadena dr  ,  pasadena  ,  ca 91107 there are lot  's a great examples of photogrammetry work used for real time rendering and photorealistic games . feel free to look some up on youtube to get a better sense . here are some good links on building your 3d environments from game and virtual reality developers . star wars  :  battlefront art of photogrammetry destinations advanced outdoors photogrammetry photogrammetry in vr ",0.916
224783576," reminder  :  this is the first day of daylight saving time . set your clocks back an hour the night before or you  'll be an hour early  !  please join your fellow stairclimbers as we do walk 11 from fleming  's secret stairs book . bring your cameras as we  'll see places like angel  's flight  ,  central library  ,  disney concert hall  ,  bonaventure hotel  ,  and the newly opened broad museum . after the hike  ,  we will go to . clifton  's is suppose to reopen  ,  after five long years of renovation on september 17th . clifton  's is an la institution  ,  opened in 1931 and serving quality food . as time went on  ,  the food quality went down  ,  but a new owner  ,  who also owns the edison nightclub  ,  has brought in new chefs and completely renovated clifton  's . we will split into smaller groups at clifton  's . if for some reason clifton  's is not open  ,  we will eat at grand central market . responsibility  :  we are walking as a group . if the pace is too slow for you  ,  you are welcomed to either  ,  leave or join us on our faster paced advanced walks  !  i am not a gps  !  i find it very interesting that those who want to go faster rarely  ,  if ever  ,  sign up for the faster paced stairhikes  !  we are not responsible for you  !  you are responsible for yourself  !  you should be aware of your own capabilities in regard to your hiking endurance and how well you do in the elements weather  ,  terrain  ,  etc . we will not wait forever for you to catch up on the stairs . should you find you cannot complete the stairhike  ,  you must be able to find your way back to your car on your own . we will not be able to leave the group and lead you back to the start . use your smart phone or bring a map . if you do  n't agree with this  ,  please do not sign up  !  even though fleming rates this a 5 out of 5  ,  the only tough part is walking up the angel  's flight stairs . otherwise  ,  it  's basically a flat route with moderate staircases . distance  :  3 miles steps  :  1  ,  021 difficulty  :  5 this is a fine urban walk through the very heart of the city  ,  a massive hike that employs old staircases  ,  new staircases  ,  private staircases  ,  and even circular staircases . along the way are the city  's only funicular railway  ,  some ot its finest public buildings  ,  and some amusing 'pedway' overpasses . starting point  :  angel  's flight 351 s . hill street los angeles  ,  ca the only restrooms near the starting point is inside grand central market . there will be a restroom break about half way into the walk . time  :  please arrive at angel  's by 10  :  00 am . walk will start promptly at 10  :  15 am . please do  n't expect to arrive at 10  :  13 and for the group to wait for you to use the restroom . we will leave at 10  :  15am with or without you . walk will finish within 2 hours . parking  :  paid lots and metered street parking . or take the metro red or purple lines to pershing square and exit at grand central market pace slow moderate pace we will take our time on this walk . we will wait for people at the top of staircases and to regroup . there will be time for pictures . but  ,  you are responsible for keeping pace with the group  !  reminders  :  all walks should be treated like a work out . they are not guided tours  !  no crashers please sign up for this event . please do not just show up . rsvp limits are set  ,  because i do  n't want a huge group on these walks . so  ,  if you rsvp only for yourself  ,  do  n't bring a guest . please keep your rsvp updated and current . repeated no shows may lead to members being removed from the group . there usually are no restrooms along these walks . restrooms are usually only available at the starting point of the walks . dogs are welcomed but must be on a leash at all times . always bring plenty of water . always wear running tennis shoes . open toed shoes are not a good idea for these stairs walks . any questions or concerns please email me  ,  david. ",0.944
223233184," free event  :  please make sure to rsvp on eventbrite . walk ins are not welcomed . kenny rudolph is founder ceo of gigging amp  ;  grubbing  ,  the first show that guides viewers to where the tour bus stops to eat and creates new connections between musicians and their fans . his media and entertainment background includes newsweek washington post  ,  motor trend  ,  and a variety of private equity and venture funded companies . kenny will discuss how to build your content around multiple revenue streams how to build your franchise outside the traditional multi channel network system how to crack the tv platform while maintaining ownership of your programming it is recommended that attendees arrive at 6  :  30pm in order to have time to mingle with other film makers and video content creators . no one who arrives after 7pm will be admitted . walk ins are not welcomed and all guest must rsvp in advance. ",0.802
238700719," organizer  :  kim thomas location  :  altadena  ,  ca hike difficulty  :  difficult 7 10 distance  :  17 miles elevation gain  :  3  ,  000 ft time  :  6 7 hours trail condition  :  mostly well maintained single track with some wash out . several stream crossings . water  :  minimum 3 liters . toilette  :  none what to bring and wear  :  please refer to us hiking day hike equipment list  (   )  . directions  :  from pasadena  ,  head north on north lake ave . turn left at east maple st . take the ramp on the left onto i 210 w  ,  then take the exit toward san fernando . keep left at the fork to merge onto i 210 . at 5.2 miles  ,  take the ca 2 angeles crest hwy. for 10 miles to the trailhead . the dirt turnout is unmarked  ,  so click you odometer and park 0.8 miles past clear creek information center . there are no amenities here so an adventure pass is not required  ;  but if you have one  ,  you may as well use it . the gps coordinates for the trailhead are masked  ,  masked  (  34 16 10.55 n 118 08 26.51 w  )  please chip in  :  us hiking is a social group for hikers . our events are organized like house parties . like a regular house party  ,  it costs money to host one . it is customary for guests to help out any way they can to lessen burden on the host . that is the same for hikes . you can bring food  ,  provide carpool or chip in to help out . trail description  :  join me for a long hike to the highest peak in the san gabriel  's front range . i want to head back to gorgeous colby canyon before the streams dry up for the summer . this is the loooong way to the top of strawberry with a short detour to lovely strawberry meadow  ,  with sheer granite cliffs reminiscent of yosemite . there  's only about 3  ,  000 feet gain  ,  so we will make this hike advanced by maintaining a 3 mile hr pace . please be aware of this fast pace before you decide to sign up . we will take the colby canyon trail miles to josephine saddle . it will be a pleasant climb with possible washouts in places  ,  and several stream crossings . we will continue on colby canyon trail to strawberry meadow  ,  then head up the strawberry peak trail to summit . after reaching the summit  (  6  ,  164 feet  )   ,  will will relax and take in the views . then we will turn around and descend out the way we came . our policy  :  profile photo  :  anyone interested in joining us hiking must have a profile photo showing his her face . this is a requirement of our group . without it  ,  you will not be allowed to sign up for an event . waiting list priority  :  people who hike with with us hiking regularly will be given priority when they are on the waiting list . advanced hikes  :  anyone interested in participating in advanced hikes  (  amp  ;  gt  ;  3  ,  000' elevation gain or distance amp  ;  gt  ;  10 miles or difficulty level amp  ;  gt  ;  7  )  will be subject to prescreening before his her name will be added to the list . therefore  ,  interested hiker must share with the event host his her recent hiking background to establish proficiency before his her name will be added to the list . guests are not allowed on advanced hikes . early departure  :  if a hiker needs to be separated from the group for any reason  ,  he she must inform the event host . not knowing a hiker  's where about may prompt the event host to report a hiker  's missing to proper authority for further actions . no show  :  if you sign up for an event but did not show up  ,  you will be removed from the next event you sign up . no minor  :  meetup user agreement can not be agreed to by a minor . therefore  ,  you and your guest must be over 18 to participate in our events . warning  :  if you have prior medical condition or a family history of illnesses pertaining to heart  ,  lungs  ,  brain  ,  etc. that can be aggravated by heat and physical exertion  ,  this is not the hike for you . if you have never done a hike of this distance or difficulty before  ,  this hike will be very difficult for you . it may well be your death march . the mountain is not going anywhere . we will schedule this event again in the future . do it when your mind and body are ready . hiking is a recreation  ,  not a suicide mission . release of liability  :  the organizer  (  me  )  of this trip is a volunteer and is not a professional guide . the function of the organizer is only to organize this trip . each person who signs up for a trip hike or outing is responsible for his or her own safety and the safety of his or her guests . by signing up for this trip  ,  or any other event organized by me  ,  you are acknowledging that you are aware and have made your guests aware of the risks  ,  dangers and hazards associated with any outdoor activity and freely accept and fully assume all such risks  ,  dangers and hazards  ,  and further agree to release and discharge the organizer  (  me  )  of this hike from and against any and all liability arising from your and your guest  's participation in the group activities . us hiking  ,  its organizer  ,  assistant organizers  ,  event organizers are not responsible for any injuries or accidents that may occur carpooling to and from this event  ,  or for any injuries or accidents incurred before  ,  during  ,  and after this event . if you sign up or participate in an event you acknowledge that you freely and voluntarily agree to assume all risks of injuries and damages arising from  ,  as a result of and associated with this event . in addition  ,  you and your guests are acknowledging that you agree to the meetup terms of service especially paragraph 6.2  :  ",0.71
qbrltkywpbzb," our service consists of sutra recitation  ,  meditation  ,  a dharma talk  ,  and a hoza  (  group discussion  )  . social time and refreshments follow the service . rissho kosei kai offers traditional buddhist teachings with modern everyday application  ,  to help bring peace and harmony to the family and society . through these teachings  ,  we are able to recognize the buddha nature in ourselves and others . we support each other and our community in the development of awareness  ,  compassion and peace . the path of buddhism is inclusive and available to all . we welcome you to join us in our sangha  !  ",0.054
rdgsqyslbsb," we meet at 6pm  ,  near the fountain in front of the auditorium . everyone welcome  !  thursday  's 5 mile run includes a hill workout during daylight savings time baldwin hills scenic overlook  (  in the new ca state park off jefferson  )  with views from the marina to century city on clear evenings. during standard time loop arounf the campus of west la college ",0.482
dbbkzgyskbrb, we will continue with our spiritual discussion series . we look forward to open discussion on life  's interesting questions . feel free to suggest a topic . if no suggestions are are receive will post a topic a week before the event. ,0.45
